AcquireX Precursor Intensities,DDA Precursor Intensities,Log Ax,Log DDA
3370149.25,3137556.75,6.53,6.50
3181016.25,2133379.25,6.50,6.33
3160899.00,1356652.00,6.50,6.13
2706814.00,630549.88,6.43,5.80
2700432.25,1298004.13,6.43,6.11
2522264.25,905650.81,6.40,5.96
8569283.00,753698.13,6.93,5.88
3405354.00,467787.81,6.53,5.67
2421662.25,716583.31,6.38,5.86
2223891.25,8803283.00,6.35,6.94
2145054.50,1243737.25,6.33,6.09
31621736.00,974402.88,7.50,5.99
3952075.75,867778.88,6.60,5.94
2056065.75,794280.19,6.31,5.90
1343841.75,3868879.25,6.13,6.59
2104539.75,3038342.50,6.32,6.48
5804027.00,1395311.88,6.76,6.14
3937489.00,962726.88,6.60,5.98
1893390.13,747839.38,6.28,5.87
1602051.13,2856983.00,6.20,6.46
1857429.38,2590851.50,6.27,6.41
10520761.00,1459074.00,7.02,6.16
5633602.00,1129072.13,6.75,6.05
1853329.38,694932.31,6.27,5.84
832266.38,2379143.25,5.92,6.38
2062367.50,900577.81,6.31,5.95
15117085.00,604643.81,7.18,5.78
3066937.00,286479.06,6.49,5.46
1943342.38,486126.47,6.29,5.69
1936363.88,1098776.75,6.29,6.04
2014570.38,911882.88,6.30,5.96
2036286.50,567363.13,6.31,5.75
1928123.75,437576.59,6.29,5.64
1726343.63,517254.66,6.24,5.71
1670386.63,16008261.00,6.22,7.20
2184409.75,1391466.38,6.34,6.14
4992557.00,503647.13,6.70,5.70
2614126.50,431043.56,6.42,5.63
1644715.13,515167.00,6.22,5.71
484865.69,13539011.00,5.69,7.13
2185275.75,831908.00,6.34,5.92
5505600.50,527947.94,6.74,5.72
5052611.50,439079.72,6.70,5.64
3095417.00,454609.06,6.49,5.66
1726898.13,2285536.25,6.24,6.36
2715022.25,696418.75,6.43,5.84
29976262.00,447191.56,7.48,5.65
10683312.00,364089.13,7.03,5.56
2827435.25,497234.28,6.45,5.70
1497022.00,3005640.75,6.18,6.48
3163019.00,2181196.00,6.50,6.34
2995129.50,1267884.00,6.48,6.10
2917063.00,1034732.81,6.46,6.01
2886399.75,440812.50,6.46,5.64
2647822.75,8812099.00,6.42,6.95
3288244.25,1140114.75,6.52,6.06
42588012.00,919793.13,7.63,5.96
4156396.00,658762.31,6.62,5.82
2935558.75,641538.19,6.47,5.81
2088719.75,3575947.50,6.32,6.55
2562529.25,1117754.50,6.41,6.05
13280807.00,914083.50,7.12,5.96
13213848.00,785892.19,7.12,5.90
3710972.75,497815.03,6.57,5.70
2371432.75,3382267.00,6.38,6.53
2947931.75,2892118.25,6.47,6.46
5267109.50,1262451.63,6.72,6.10
5219547.00,1288805.88,6.72,6.11
2497939.75,822209.13,6.40,5.91
1753404.50,2847010.50,6.24,6.45
3027766.00,2401913.00,6.48,6.38
3394967.75,1482456.38,6.53,6.17
2670879.50,1123385.38,6.43,6.05
2469611.00,589733.81,6.39,5.77
2032851.50,1263924.50,6.31,6.10
1985659.63,860972.44,6.30,5.93
2546593.50,500556.66,6.41,5.70
2384366.00,478063.13,6.38,5.68
1908121.25,444486.16,6.28,5.65
1511254.25,11354245.00,6.18,7.06
2736934.75,978805.50,6.44,5.99
3086400.00,630369.19,6.49,5.80
2350711.25,438233.28,6.37,5.64
2310780.00,478977.09,6.36,5.68
1974059.50,13000487.00,6.30,7.11
1623353.63,1232027.75,6.21,6.09
3163005.50,490587.06,6.50,5.69
2043010.38,406284.72,6.31,5.61
1843854.88,473003.69,6.27,5.67
1288893.38,948489.75,6.11,5.98
1730349.75,555989.94,6.24,5.75
39058444.00,517757.16,7.59,5.71
18475468.00,432514.56,7.27,5.64
1977695.50,465312.94,6.30,5.67
1412450.88,3194929.25,6.15,6.50
2493901.00,566734.31,6.40,5.75
8245246.50,514351.81,6.92,5.71
2706942.50,404270.88,6.43,5.61
2416823.25,483631.53,6.38,5.68
1215735.75,8250621.50,6.08,6.92
2562963.00,2375118.25,6.41,6.38
5466114.50,1575641.13,6.74,6.20
3033982.25,838738.25,6.48,5.92
2580649.25,884036.38,6.41,5.95
1796786.63,3491458.50,6.25,6.54
2743988.50,901893.00,6.44,5.96
8147375.00,841646.63,6.91,5.93
7516060.00,562392.81,6.88,5.75
2259294.25,890351.31,6.35,5.95
1889994.75,2990894.75,6.28,6.48
2739905.75,1310526.13,6.44,6.12
9165430.00,993498.50,6.96,6.00
2699428.75,843654.31,6.43,5.93
2107092.75,926863.50,6.32,5.97
1947959.00,2734387.00,6.29,6.44
2473142.25,2712765.00,6.39,6.43
11927890.00,2537882.00,7.08,6.40
6419987.50,1258240.88,6.81,6.10
2297650.75,934604.69,6.36,5.97
2052773.13,2210584.75,6.31,6.34
2248938.25,1473305.00,6.35,6.17
3948929.25,1276679.63,6.60,6.11
2920387.25,1072465.00,6.47,6.03
2044559.50,898936.31,6.31,5.95
1861553.25,34054920.00,6.27,7.53
2751448.25,814411.19,6.44,5.91
4542472.50,809206.56,6.66,5.91
2765805.25,624181.25,6.44,5.80
2038750.00,490854.50,6.31,5.69
1830365.63,12275645.00,6.26,7.09
2721337.50,890175.00,6.43,5.95
3484306.50,582137.81,6.54,5.77
2432563.75,302902.94,6.39,5.48
2099591.00,628509.19,6.32,5.80
847671.25,1722355.00,5.93,6.24
2150378.50,1017956.25,6.33,6.01
28796652.00,770531.81,7.46,5.89
2285512.25,454133.56,6.36,5.66
2084523.50,822819.50,6.32,5.92
1921372.13,3267223.00,6.28,6.51
2715041.25,704320.00,6.43,5.85
16357973.00,689990.31,7.21,5.84
5936214.50,362133.88,6.77,5.56
2646970.50,869587.56,6.42,5.94
2129409.00,8248385.00,6.33,6.92
2687111.00,839700.44,6.43,5.92
14196761.00,644093.13,7.15,5.81
8626618.00,365380.84,6.94,5.56
3038021.50,1387583.50,6.48,6.14
2541068.75,3529596.00,6.41,6.55
2639136.50,2210835.25,6.42,6.34
7189753.00,1679250.25,6.86,6.23
4596087.00,1302669.88,6.66,6.11
2779858.25,903177.13,6.44,5.96
2627743.00,2897913.25,6.42,6.46
3422107.00,1027814.56,6.53,6.01
5135380.00,1009320.81,6.71,6.00
5114568.50,600796.56,6.71,5.78
3158856.00,648010.63,6.50,5.81
1626261.63,2779310.00,6.21,6.44
2859057.25,1406090.13,6.46,6.15
29031926.00,1279063.88,7.46,6.11
2341050.50,616800.63,6.37,5.79
2293638.00,803455.88,6.36,5.90
1896286.50,2645495.75,6.28,6.42
2859597.00,1926229.25,6.46,6.28
9808866.00,1376785.50,6.99,6.14
4123326.75,760063.81,6.62,5.88
2362116.00,835504.38,6.37,5.92
1864112.00,23311852.00,6.27,7.37
2289927.50,1426474.13,6.36,6.15
10314697.00,1250129.38,7.01,6.10
2123739.75,678201.19,6.33,5.83
1946403.25,1257597.88,6.29,6.10
1431600.63,12828807.00,6.16,7.11
1988325.75,1012978.44,6.30,6.01
4541643.00,965398.06,6.66,5.98
2737891.50,817782.25,6.44,5.91
2696745.75,807875.94,6.43,5.91
621509.75,7688331.00,5.79,6.89
1942641.50,1557852.63,6.29,6.19
6552018.00,973410.50,6.82,5.99
2943848.00,563741.13,6.47,5.75
1723913.13,991683.88,6.24,6.00
1722094.25,3448635.75,6.24,6.54
1853555.88,1366196.63,6.27,6.14
26101866.00,1063082.00,7.42,6.03
3281216.75,564501.06,6.52,5.75
1645630.00,708823.63,6.22,5.85
1066172.75,8376215.50,6.03,6.92
2410571.50,1422108.38,6.38,6.15
10016713.00,663116.38,7.00,5.82
2191300.75,526695.94,6.34,5.72
2041223.63,677405.75,6.31,5.83
1433937.38,3698309.75,6.16,6.57
2602151.75,3069091.00,6.42,6.49
7351410.50,1632303.88,6.87,6.21
4583215.50,752201.94,6.66,5.88
3067358.50,535717.19,6.49,5.73
2087369.13,2742683.00,6.32,6.44
1842300.25,2179699.75,6.27,6.34
5475145.50,1637986.75,6.74,6.21
2299552.00,2464973.75,6.36,6.39
1741206.38,981436.19,6.24,5.99
1614976.75,2871034.25,6.21,6.46
2092960.00,1045202.38,6.32,6.02
4582831.00,657024.94,6.66,5.82
3958390.25,537245.81,6.60,5.73
2774912.00,523579.56,6.44,5.72
1910946.38,2622920.25,6.28,6.42
2250627.50,1442339.88,6.35,6.16
6338072.00,1158304.13,6.80,6.06
2669468.00,879389.63,6.43,5.94
2184686.00,729678.13,6.34,5.86
1974641.25,11105260.00,6.30,7.05
2750221.50,2009687.88,6.44,6.30
2449828.50,1415789.13,6.39,6.15
2121201.50,867408.50,6.33,5.94
1726811.00,557891.25,6.24,5.75
1002454.06,12022130.00,6.00,7.08
2225050.75,2148956.75,6.35,6.33
20859114.00,1453432.13,7.32,6.16
6270215.00,1232091.75,6.80,6.09
3071876.75,930185.31,6.49,5.97
1615439.25,906198.25,6.21,5.96
3089837.25,866403.19,6.49,5.94
8442677.00,851789.06,6.93,5.93
4671620.50,742672.56,6.67,5.87
3778720.00,813786.25,6.58,5.91
1652697.13,2887816.50,6.22,6.46
2893463.00,1628557.63,6.46,6.21
5233256.00,818014.31,6.72,5.91
3568714.25,621624.13,6.55,5.79
2421365.00,559731.00,6.38,5.75
1809895.25,8340575.50,6.26,6.92
3119498.25,1132516.63,6.49,6.05
26448554.00,500964.81,7.42,5.70
3577935.50,418212.38,6.55,5.62
2657045.00,502432.16,6.42,5.70
2245671.25,3130756.75,6.35,6.50
2788335.75,994286.94,6.45,6.00
15048259.00,637847.44,7.18,5.80
2889847.25,349712.22,6.46,5.54
2439702.00,696350.31,6.39,5.84
2039674.63,2740711.00,6.31,6.44
2599811.75,1911205.13,6.41,6.28
11328970.00,1387871.75,7.05,6.14
8806533.00,620749.63,6.94,5.79
5416495.00,736938.38,6.73,5.87
2252711.50,2640808.00,6.35,6.42
2847548.25,2639263.75,6.45,6.42
2891075.00,2458430.75,6.46,6.39
2456437.25,1896343.88,6.39,6.28
2390520.25,876853.69,6.38,5.94
2063419.25,2491008.75,6.31,6.40
2989401.25,937343.81,6.48,5.97
3612489.00,642809.63,6.56,5.81
2391791.25,601926.63,6.38,5.78
2391517.25,746056.81,6.38,5.87
1393409.75,10206833.00,6.14,7.01
2897794.50,1904498.88,6.46,6.28
5165983.00,1302756.25,6.71,6.11
3151450.25,913704.44,6.50,5.96
2128725.25,695348.31,6.33,5.84
1805040.13,10861427.00,6.26,7.04
5025484.50,1875880.50,6.70,6.27
42592084.00,1440470.13,7.63,6.16
4843976.50,247576.36,6.69,5.39
3360678.50,745235.69,6.53,5.87
1387524.63,1342910.88,6.14,6.13
2688490.75,1341841.75,6.43,6.13
6972076.00,960855.19,6.84,5.98
1932722.25,725854.81,6.29,5.86
1828649.50,890106.75,6.26,5.95
1114574.13,16942358.00,6.05,7.23
2790304.50,3169169.00,6.45,6.50
7066014.00,913595.56,6.85,5.96
5922901.00,631989.13,6.77,5.80
5662857.00,1872807.13,6.75,6.27
2654878.25,7327387.50,6.42,6.86
5354607.50,1669200.75,6.73,6.22
38549284.00,931886.25,7.59,5.97
8868048.00,293912.50,6.95,5.47
3376899.25,1466195.38,6.53,6.17
1855979.63,3070757.50,6.27,6.49
1971769.63,1030639.69,6.29,6.01
3668374.50,1005782.19,6.56,6.00
1566378.38,968633.19,6.19,5.99
1492872.25,2471103.50,6.17,6.39
1467819.00,2325791.75,6.17,6.37
2054854.75,2008671.38,6.31,6.30
7657475.50,1666915.50,6.88,6.22
2087429.75,1333086.50,6.32,6.12
1995130.50,1136191.00,6.30,6.06
2365066.50,4268468.50,6.37,6.63
2082279.50,1309564.63,6.32,6.12
11088407.00,1041835.31,7.04,6.02
8266949.50,794998.13,6.92,5.90
6303988.00,739069.56,6.80,5.87
2139860.50,2779410.25,6.33,6.44
2783075.75,2527002.00,6.44,6.40
9213094.00,2108019.00,6.96,6.32
2380918.75,405032.03,6.38,5.61
2128356.50,2034932.00,6.33,6.31
1001905.38,7094511.00,6.00,6.85
2458294.50,1709088.63,6.39,6.23
21476080.00,1267082.13,7.33,6.10
8076505.50,1157485.50,6.91,6.06
2185820.25,947575.38,6.34,5.98
1906787.63,10603551.00,6.28,7.03
2215628.00,2204408.25,6.35,6.34
21595360.00,1094479.25,7.33,6.04
9454819.00,776860.38,6.98,5.89
6529465.00,829341.06,6.81,5.92
2132450.25,1982445.88,6.33,6.30
2592765.25,1969921.38,6.41,6.29
14961762.00,1539083.63,7.17,6.19
9230782.00,1408400.38,6.97,6.15
6313823.50,862600.56,6.80,5.94
1958584.50,5023834.00,6.29,6.70
2928498.50,3923933.75,6.47,6.59
6193070.50,1395370.00,6.79,6.14
4536411.50,885650.06,6.66,5.95
2849864.25,760128.88,6.45,5.88
1862062.13,7511920.00,6.27,6.88
2511473.75,2969591.25,6.40,6.47
14495558.00,2024154.13,7.16,6.31
14091879.00,1459016.13,7.15,6.16
11466890.00,817599.31,7.06,5.91
5400546.00,3114265.00,6.73,6.49
2464678.00,2025470.25,6.39,6.31
25400044.00,1713398.75,7.40,6.23
2625984.25,1570474.75,6.42,6.20
2082375.38,917167.25,6.32,5.96
1825405.25,2437489.75,6.26,6.39
2317426.75,2334866.25,6.37,6.37
4191596.25,1061290.25,6.62,6.03
2133700.75,204533.38,6.33,5.31
1908317.00,805199.81,6.28,5.91
1140543.50,1540860.75,6.06,6.19
1637567.88,1144976.25,6.21,6.06
5832348.50,778124.81,6.77,5.89
2292180.25,640416.06,6.36,5.81
1374545.25,811622.94,6.14,5.91
891553.75,2609329.75,5.95,6.42
1965101.25,798066.25,6.29,5.90
26856030.00,705821.69,7.43,5.85
16447359.00,284994.00,7.22,5.45
3099757.00,582670.13,6.49,5.77
1618635.38,4410543.00,6.21,6.64
1786647.50,2399162.00,6.25,6.38
50001560.00,2362644.50,7.70,6.37
3137198.75,2197868.75,6.50,6.34
2763605.75,1937774.13,6.44,6.29
1489508.75,9549890.00,6.17,6.98
1508292.38,978047.44,6.18,5.99
21564218.00,836988.44,7.33,5.92
1522551.13,212122.91,6.18,5.33
1407609.00,518518.63,6.15,5.71
973084.69,2195175.00,5.99,6.34
2302689.50,1866197.88,6.36,6.27
5367792.00,1587517.75,6.73,6.20
5004133.00,457673.91,6.70,5.66
3314729.50,780259.06,6.52,5.89
1514204.38,4458753.00,6.18,6.65
1879790.63,1543820.13,6.27,6.19
14677047.00,1382123.50,7.17,6.14
5595072.50,1288735.00,6.75,6.11
3079583.75,804964.00,6.49,5.91
1253655.25,6986720.00,6.10,6.84
4018150.75,1283496.75,6.60,6.11
5755611.50,1026719.19,6.76,6.01
3415319.75,654674.75,6.53,5.82
2953153.50,659674.44,6.47,5.82
2576029.50,3051797.00,6.41,6.48
4257051.50,2927042.75,6.63,6.47
22597802.00,700034.31,7.35,5.85
3359839.75,431904.56,6.53,5.64
3289985.25,573632.38,6.52,5.76
2507655.25,2214316.25,6.40,6.35
3511289.75,1949491.13,6.55,6.29
3399273.00,1351395.88,6.53,6.13
3352725.75,527445.56,6.53,5.72
2800100.00,765536.00,6.45,5.88
2255560.50,2195372.00,6.35,6.34
2792009.00,1253825.38,6.45,6.10
7848092.00,839364.63,6.89,5.92
4893560.00,800606.31,6.69,5.90
2353905.75,809007.19,6.37,5.91
1490176.63,2420323.75,6.17,6.38
2653040.25,758574.63,6.42,5.88
2993832.25,717633.63,6.48,5.86
2941782.75,414898.25,6.47,5.62
2635586.25,711735.44,6.42,5.85
2492248.25,2644272.75,6.40,6.42
2045033.13,904275.69,6.31,5.96
23089250.00,658274.00,7.36,5.82
10082210.00,453434.19,7.00,5.66
7418459.50,656432.00,6.87,5.82
1880440.50,9362176.00,6.27,6.97
2163650.50,2448661.25,6.34,6.39
4504711.00,2169740.75,6.65,6.34
3610826.00,1625525.38,6.56,6.21
2915648.00,1324533.50,6.46,6.12
1409677.75,1298638.50,6.15,6.11
2029164.88,1012324.94,6.31,6.01
2156666.25,906572.88,6.33,5.96
1939558.00,859018.25,6.29,5.93
1837800.25,1063283.75,6.26,6.03
1694371.88,9697179.00,6.23,6.99
1693988.75,2668860.75,6.23,6.43
14504122.00,1735095.00,7.16,6.24
4502693.50,985921.31,6.65,5.99
2731719.50,944154.69,6.44,5.98
1847049.13,6676691.50,6.27,6.82
1890601.88,1274927.88,6.28,6.11
13728675.00,1220942.63,7.14,6.09
5759434.00,1088253.38,6.76,6.04
3381906.75,927277.44,6.53,5.97
1228460.50,2907093.25,6.09,6.46
2049287.50,1336278.50,6.31,6.13
6165018.50,926765.63,6.79,5.97
3908870.50,238689.42,6.59,5.38
3563730.50,900964.06,6.55,5.95
1857759.50,3099404.75,6.27,6.49
2085798.50,2783565.75,6.32,6.44
4955271.50,998926.69,6.70,6.00
2726642.75,861781.75,6.44,5.94
1913684.38,897113.19,6.28,5.95
1776874.50,2174969.75,6.25,6.34
1878757.00,1839795.13,6.27,6.26
7860197.50,1407615.50,6.90,6.15
1908646.13,416038.13,6.28,5.62
1669589.38,705684.25,6.22,5.85
981525.69,2762255.00,5.99,6.44
1474362.88,914401.88,6.17,5.96
3810412.00,801276.13,6.58,5.90
1463548.75,769236.50,6.17,5.89
1217073.50,715322.19,6.09,5.85
1126062.75,12979241.00,6.05,7.11
1439859.38,744015.56,6.16,5.87
10138668.00,710349.25,7.01,5.85
2662218.25,507301.31,6.43,5.71
1379801.75,791719.63,6.14,5.90
466916.69,9169138.00,5.67,6.96
1511036.38,764592.13,6.18,5.88
5921730.50,701621.25,6.77,5.85
4844997.50,691571.00,6.69,5.84
3749779.25,648709.38,6.57,5.81
791610.75,2222244.75,5.90,6.35
2306809.00,1999223.00,6.36,6.30
1698045.88,1991789.25,6.23,6.30
1640165.50,5723139.00,6.21,6.76
1614098.63,1455474.50,6.21,6.16
1002466.44,2127515.25,6.00,6.33
1839772.13,1180335.00,6.26,6.07
165582400.00,965266.88,8.22,5.98
3059802.25,688870.00,6.49,5.84
2121261.50,758390.00,6.33,5.88
2001692.63,6392248.00,6.30,6.81
1669010.75,3376513.75,6.22,6.53
11274682.00,1587301.00,7.05,6.20
5539768.00,929983.13,6.74,5.97
1484814.38,948399.81,6.17,5.98
2106452.75,2914921.50,6.32,6.46
2184910.75,1237446.63,6.34,6.09
52088784.00,1113839.63,7.72,6.05
8733091.00,790011.63,6.94,5.90
5766868.00,727465.31,6.76,5.86
4621956.00,1307638.00,6.66,6.12
2135089.75,1166470.88,6.33,6.07
8378589.00,793165.88,6.92,5.90
5430097.50,407296.75,6.73,5.61
4033926.50,704835.25,6.61,5.85
2476795.00,2468708.75,6.39,6.39
1855738.00,2010992.88,6.27,6.30
8333702.00,1075268.13,6.92,6.03
2774323.00,557854.56,6.44,5.75
2680585.50,686789.06,6.43,5.84
1297445.25,2519079.75,6.11,6.40
2096410.13,1716734.63,6.32,6.23
3720665.50,1219520.63,6.57,6.09
2127116.75,111119.86,6.33,5.05
1789237.63,701093.31,6.25,5.85
586263.00,894157.13,5.77,5.95
1689153.63,843839.06,6.23,5.93
14550317.00,762066.25,7.16,5.88
1581837.00,348921.00,6.20,5.54
1569597.75,839165.81,6.20,5.92
1562878.13,8970703.00,6.19,6.95
1803079.63,696163.56,6.26,5.84
3708689.25,655928.94,6.57,5.82
3670584.75,480858.31,6.56,5.68
3098277.25,624422.88,6.49,5.80
1197660.50,2236482.50,6.08,6.35
2479280.00,741721.56,6.39,5.87
6084898.00,698924.56,6.78,5.84
3597204.25,611051.25,6.56,5.79
1764616.88,804407.44,6.25,5.91
1645383.13,7019327.50,6.22,6.85
2173951.75,2093564.00,6.34,6.32
70082720.00,1285403.13,7.85,6.11
3362380.00,915336.88,6.53,5.96
2963802.75,828804.94,6.47,5.92
2286154.50,5807166.50,6.36,6.76
1952988.13,933441.44,6.29,5.97
24838222.00,910170.44,7.40,5.96
6511284.50,674937.50,6.81,5.83
1597187.88,661891.38,6.20,5.82
1155414.75,2767129.00,6.06,6.44
1409230.38,1625201.50,6.15,6.21
17721750.00,1095569.00,7.25,6.04
1813991.50,1608731.50,6.26,6.21
1391179.63,1030815.63,6.14,6.01
913646.75,1406062.63,5.96,6.15
1471653.63,1210221.38,6.17,6.08
6514083.50,1205966.13,6.81,6.08
2575364.75,6009714.50,6.41,6.78
1341141.50,1535720.50,6.13,6.19
1294230.63,2432049.75,6.11,6.39
1382554.88,774356.00,6.14,5.89
3064349.50,739915.06,6.49,5.87
1276966.50,577026.31,6.11,5.76
1270044.38,919977.63,6.10,5.96
1257093.13,2220927.25,6.10,6.35
1158039.13,2010633.13,6.06,6.30
3708128.75,842219.63,6.57,5.93
1087156.13,812114.44,6.04,5.91
1046015.50,753742.94,6.02,5.88
884352.94,1902938.63,5.95,6.28
1490181.88,1706497.25,6.17,6.23
29811260.00,927292.19,7.47,5.97
5803747.50,703084.63,6.76,5.85
3310349.50,841355.00,6.52,5.92
1216717.63,7747829.50,6.09,6.89
836045.50,1115409.63,5.92,6.05
7674221.00,841148.94,6.89,5.92
2294594.75,482760.66,6.36,5.68
812439.63,841722.81,5.91,5.93
2217453.25,2082630.25,6.35,6.32
1023862.19,838447.25,6.01,5.92
12497895.00,766438.44,7.10,5.88
7385017.00,232364.88,6.87,5.37
2178565.00,904240.13,6.34,5.96
1119409.38,5291567.00,6.05,6.72
1075856.13,1200338.25,6.03,6.08
153763616.00,896301.31,8.19,5.95
7870600.00,765804.50,6.90,5.88
1994277.38,789713.94,6.30,5.90
687757.69,6286634.50,5.84,6.80
932973.50,1996119.25,5.97,6.30
41909848.00,1205559.13,7.62,6.08
8419924.00,699627.50,6.93,5.84
6127631.50,1244483.75,6.79,6.09
1772632.38,2817013.25,6.25,6.45
1185827.38,1347275.00,6.07,6.13
35294632.00,1179111.63,7.55,6.07
2482759.00,883764.38,6.39,5.95
1000287.94,966334.31,6.00,5.99
938368.44,1597649.13,5.97,6.20
1198554.13,1512199.50,6.08,6.18
7700742.50,1378809.00,6.89,6.14
1952999.00,1070324.50,6.29,6.03
1877932.75,1036995.50,6.27,6.02
1141414.25,6898444.00,6.06,6.84
1617616.38,2302272.25,6.21,6.36
2794184.50,1899968.50,6.45,6.28
1433963.25,1384181.50,6.16,6.14
1364260.00,1189515.38,6.13,6.08
789269.13,2196093.50,5.90,6.34
1550968.88,846738.31,6.19,5.93
7040659.50,820691.50,6.85,5.91
3341788.75,226360.34,6.52,5.35
1778660.63,1034667.25,6.25,6.01
1375368.13,1683368.25,6.14,6.23
2144049.75,1062289.38,6.33,6.03
11076310.00,1032444.75,7.04,6.01
4701276.00,384781.13,6.67,5.59
1634952.38,1224224.75,6.21,6.09
1409140.50,7904306.00,6.15,6.90
1553374.88,1475610.50,6.19,6.17
5125593.50,1290929.50,6.71,6.11
1473118.00,984963.13,6.17,5.99
1455719.75,1186763.25,6.16,6.07
1448848.25,2840921.25,6.16,6.45
1246211.13,1863966.63,6.10,6.27
12971273.00,893027.56,7.11,5.95
4965371.00,3367221.50,6.70,6.53
2880072.50,930528.50,6.46,5.97
1225146.50,2710340.25,6.09,6.43
1262107.25,1613422.50,6.10,6.21
12574077.00,1111748.00,7.10,6.05
3402206.50,7603083.00,6.53,6.88
1260404.75,882972.13,6.10,5.95
372413.59,6086020.50,5.57,6.78
1468275.88,869241.13,6.17,5.94
54532248.00,857679.63,7.74,5.93
3539319.25,701167.44,6.55,5.85
1455972.50,842158.13,6.16,5.93
359694.38,2705593.00,5.56,6.43
1485481.50,1782616.25,6.17,6.25
9786103.00,1144964.00,6.99,6.06
5075630.50,580999.06,6.71,5.76
2551850.50,816907.19,6.41,5.91
1604895.13,5419174.00,6.21,6.73
1769751.50,2920979.50,6.25,6.47
6167539.00,808172.06,6.79,5.91
3050960.25,1537427.50,6.48,6.19
1432456.63,4333442.50,6.16,6.64
1159741.13,8679794.00,6.06,6.94
1304593.00,7634037.00,6.12,6.88
1724819.50,3424467.50,6.24,6.53
1301244.38,1090121.50,6.11,6.04
1155497.75,1548158.75,6.06,6.19
678989.69,2607680.25,5.83,6.42
1248721.50,2310709.75,6.10,6.36
3610968.50,1533178.25,6.56,6.19
3162339.75,2308030.25,6.50,6.36
1101663.63,1502922.13,6.04,6.18
1100784.13,2243509.25,6.04,6.35
1153263.38,1533994.63,6.06,6.19
5298963.50,1403671.00,6.72,6.15
5199748.00,1309187.63,6.72,6.12
991172.25,1247555.88,6.00,6.10
994266.94,7259224.50,6.00,6.86
1005532.31,1176005.63,6.00,6.07
26118272.00,1172709.13,7.42,6.07
2156387.75,966315.75,6.33,5.99
1368438.75,910560.06,6.14,5.96
713748.75,2117088.75,5.85,6.33
1190608.13,1176137.50,6.08,6.07
9077765.00,791861.75,6.96,5.90
3708091.50,237797.36,6.57,5.38
2442585.50,1050736.88,6.39,6.02
907702.25,5130931.50,5.96,6.71
954343.13,1954611.88,5.98,6.29
21614216.00,1031201.13,7.33,6.01
6259474.00,707597.63,6.80,5.85
2487198.25,822900.44,6.40,5.92
794159.19,5669705.00,5.90,6.75
2205358.25,1995965.00,6.34,6.30
87314768.00,805050.06,7.94,5.91
37455540.00,684503.50,7.57,5.84
3250046.00,898672.88,6.51,5.95
1344521.25,2605808.00,6.13,6.42
3976059.25,1081444.63,6.60,6.03
19714864.00,861842.50,7.29,5.94
3822553.75,531793.75,6.58,5.73
3337183.00,1279783.38,6.52,6.11
3148126.75,3033680.00,6.50,6.48
4465076.50,1590249.50,6.65,6.20
40342456.00,1373534.25,7.61,6.14
4713098.00,1102629.38,6.67,6.04
4430734.00,1515153.75,6.65,6.18
2957664.50,54708700.00,6.47,7.74
5592413.00,2492059.25,6.75,6.40
5184174.50,1180473.75,6.71,6.07
4742181.50,1018729.81,6.68,6.01
3847417.50,1131653.00,6.59,6.05
3645417.75,10710683.00,6.56,7.03
3631324.75,5752545.00,6.56,6.76
2813862.75,5283668.00,6.45,6.72
2532478.25,2419030.00,6.40,6.38
2498364.25,1440508.00,6.40,6.16
1439222.00,2486797.75,6.16,6.40
2611413.50,1199374.38,6.42,6.08
4698827.50,1157609.88,6.67,6.06
4036345.00,984538.38,6.61,5.99
3020498.00,1414967.25,6.48,6.15
1823112.88,6987372.00,6.26,6.84
2399789.25,1568534.75,6.38,6.20
29992002.00,1285234.75,7.48,6.11
8638606.00,1028000.19,6.94,6.01
6312305.50,1749906.50,6.80,6.24
5354665.00,2023664.38,6.73,6.31
3314227.75,1730172.25,6.52,6.24
6994558.00,1449565.38,6.84,6.16
3376873.75,1102249.50,6.53,6.04
3152647.00,1534625.25,6.50,6.19
2699325.25,7956144.50,6.43,6.90
2365743.75,5619169.50,6.37,6.75
7516578.00,2834346.50,6.88,6.45
2268087.75,741493.81,6.36,5.87
2181160.75,1463039.75,6.34,6.17
1457955.25,5464862.50,6.16,6.74
1759225.50,2103604.75,6.25,6.32
80432152.00,1777605.75,7.91,6.25
11993065.00,15548569.00,7.08,7.19
8747710.00,2342404.50,6.94,6.37
5968818.00,2572268.75,6.78,6.41
1918743.50,1498901.50,6.28,6.18
14062044.00,1463742.88,7.15,6.17
5888289.00,1550354.75,6.77,6.19
3866083.50,1382862.88,6.59,6.14
1867953.13,1574892.38,6.27,6.20
2107195.00,1432133.75,6.32,6.16
16914726.00,1380080.38,7.23,6.14
11731862.00,1301159.13,7.07,6.11
6928962.00,1311807.00,6.84,6.12
3261496.25,1617773.88,6.51,6.21
2462722.00,1223410.75,6.39,6.09
2797159.75,1133554.88,6.45,6.05
1840887.63,4484963.50,6.27,6.65
1757923.25,2320271.50,6.24,6.37
1499607.25,4549767.00,6.18,6.66
2017402.25,3264823.50,6.30,6.51
